Product - English Name,Date of Sale,Total Amount Sold,month,day,Quantity of Order Received,Quantity of Order Placed,Quantity of Order Left
Shiitake mushroom,14/3/2018,1.025,3,2,1,1.2,0.175
Shiitake mushroom,15/3/2018,0.6,3,3,1,1,0.4
Shiitake mushroom,16/3/2018,0.556,3,4,2,2.2,1.644
Shiitake mushroom,17/3/2018,0.854,3,5,2,2.1,1.246
Shiitake mushroom,18/3/2018,1.068,3,6,2,2.3,1.232
Shiitake mushroom,19/3/2018,0.428,3,0,0,0,0
Shiitake mushroom,20/3/2018,0.556,3,1,1,1,0.444
Shiitake mushroom,21/3/2018,0.555,3,2,1.5,1.5,0.945
Shiitake mushroom,22/3/2018,0.729,3,3,0.5,0.6,-0.129
Shiitake mushroom,23/3/2018,1.199,3,4,2,2.6,1.401
Shiitake mushroom,24/3/2018,2.006,3,5,2,2.3,0.294
Shiitake mushroom,25/3/2018,0.768,3,6,0,0,0
Shiitake mushroom,26/3/2018,0.558,3,0,1,1.1,0.542
Shiitake mushroom,27/3/2018,0.853,3,1,1.5,1.6,0.747
Shiitake mushroom,28/3/2018,1.194,3,2,1,1.1,-0.094
Shiitake mushroom,29/3/2018,1.454,3,3,1.5,1.7,0.246
Shiitake mushroom,30/3/2018,1.369,3,4,2,2,0.631
Shiitake mushroom,31/3/2018,1.282,3,5,2,2,0.718
Shiitake mushroom,1/4/2018,0.813,4,6,1.5,1.5,0.687
Shiitake mushroom,2/4/2018,0.343,4,0,1.5,1.6,1.257
Shiitake mushroom,3/4/2018,0.427,4,1,1,1.1,0.673
Shiitake mushroom,4/4/2018,0.514,4,2,1,1,0.486
Shiitake mushroom,5/4/2018,0.428,4,3,1,1,0.572
Shiitake mushroom,6/4/2018,1.369,4,4,1.5,1.5,0.131
Shiitake mushroom,7/4/2018,1.154,4,5,2,2.4,1.246
Shiitake mushroom,8/4/2018,0.686,4,6,1.5,1.7,1.014
Shiitake mushroom,9/4/2018,0.555,4,0,0,0,0
Shiitake mushroom,10/4/2018,0.771,4,1,1,1,0.229
Shiitake mushroom,11/4/2018,0.257,4,2,1,1,0.743
Shiitake mushroom,12/4/2018,0.771,4,3,1,1,0.229
Shiitake mushroom,13/4/2018,1.113,4,4,1.5,1.4,0.287
Shiitake mushroom,14/4/2018,0.939,4,5,2,2,1.061
Shiitake mushroom,15/4/2018,0.512,4,6,1.5,1.8,1.288
Shiitake mushroom,16/4/2018,0.385,4,0,1.5,1.5,1.115
Shiitake mushroom,17/4/2018,0.428,4,1,0.5,0.5,0.072
Shiitake mushroom,18/4/2018,0.472,4,2,1,1,0.528
Shiitake mushroom,19/4/2018,0.599,4,3,1.5,1.5,0.901
Shiitake mushroom,20/4/2018,0.941,4,4,1.5,1.5,0.559
Shiitake mushroom,21/4/2018,1.067,4,5,2,2.1,1.033
Shiitake mushroom,22/4/2018,0.681,4,6,1.5,1.5,0.819
Shiitake mushroom,23/4/2018,0.128,4,0,1,1.1,0.972
Shiitake mushroom,24/4/2018,0.6,4,1,1,1,0.4
Shiitake mushroom,25/4/2018,0.514,4,2,1.5,1.7,1.186
Shiitake mushroom,26/4/2018,0.686,4,3,1.5,1.7,1.014
Shiitake mushroom,27/4/2018,1.155,4,4,2,2,0.845
Shiitake mushroom,28/4/2018,1.153,4,5,2,2.3,1.147
Shiitake mushroom,29/4/2018,0.684,4,6,0.5,0.5,-0.184
Shiitake mushroom,30/4/2018,0.899,4,0,1.5,1.5,0.601
Shiitake mushroom,1/5/2018,0.941,5,1,2,2.1,1.159
Shiitake mushroom,2/5/2018,0.469,5,2,1.5,1.5,1.031
Shiitake mushroom,3/5/2018,0.385,5,3,1.5,1.5,1.115
Shiitake mushroom,4/5/2018,1.194,5,4,1.5,1.8,0.606
Shiitake mushroom,5/5/2018,0.812,5,5,2,2.3,1.488
Shiitake mushroom,6/5/2018,0.94,5,6,2,2.2,1.26
Shiitake mushroom,7/5/2018,0.557,5,0,0,0,0
Shiitake mushroom,8/5/2018,0.342,5,1,1.5,1.5,1.158
Shiitake mushroom,9/5/2018,0.299,5,2,0.5,0.7,0.401
Shiitake mushroom,10/5/2018,1.068,5,3,1,1,-0.068
Shiitake mushroom,11/5/2018,0.941,5,4,1.5,1.4,0.459
Shiitake mushroom,12/5/2018,1.579,5,5,2,2.2,0.621
Shiitake mushroom,13/5/2018,1.581,5,6,2,2,0.419
Shiitake mushroom,14/5/2018,0.47,5,0,2.5,2.5,2.03
Shiitake mushroom,15/5/2018,0.942,5,1,1,1.1,0.158
Shiitake mushroom,16/5/2018,0.726,5,2,1.5,1.5,0.774
Shiitake mushroom,17/5/2018,0.812,5,3,1.5,1.3,0.488
Shiitake mushroom,18/5/2018,0.9,5,4,2,2.1,1.2
Shiitake mushroom,19/5/2018,1.241,5,5,2,2.1,0.859
Shiitake mushroom,20/5/2018,1.069,5,6,1.5,1.4,0.331
Shiitake mushroom,21/5/2018,0.385,5,0,1.5,1.5,1.115
Shiitake mushroom,22/5/2018,0.471,5,1,1.5,1.5,1.029
Shiitake mushroom,23/5/2018,0.427,5,2,1.5,1.6,1.173
Shiitake mushroom,24/5/2018,0.511,5,3,1.5,1.5,0.989
Shiitake mushroom,25/5/2018,1.071,5,4,2,2.1,1.029
Shiitake mushroom,26/5/2018,0.813,5,5,2,2.2,1.387
Shiitake mushroom,27/5/2018,0.556,5,6,2,2,1.444
Shiitake mushroom,28/5/2018,0.726,5,0,1.5,1.5,0.774
Shiitake mushroom,29/5/2018,1.025,5,1,2,1.9,0.875
Shiitake mushroom,30/5/2018,0.344,5,2,0,0,0
Shiitake mushroom,31/5/2018,0.685,5,3,1,1.3,0.615
Shiitake mushroom,1/6/2018,0.813,6,4,1.5,1.6,0.787
Shiitake mushroom,2/6/2018,0.857,6,5,2,2.1,1.243
Shiitake mushroom,3/6/2018,0.812,6,6,1.5,1.5,0.688
Shiitake mushroom,4/6/2018,0.557,6,0,1.5,1.7,1.143
Shiitake mushroom,5/6/2018,0.427,6,1,1.5,1.4,0.973
Shiitake mushroom,6/6/2018,0.299,6,2,1.5,1.5,1.201
Shiitake mushroom,7/6/2018,0.812,6,3,1,1,0.188
Shiitake mushroom,8/6/2018,0.898,6,4,2,1.8,0.902
Shiitake mushroom,9/6/2018,0.983,6,5,2,2.2,1.217
Shiitake mushroom,10/6/2018,0.897,6,6,1.5,1.5,0.603
Shiitake mushroom,11/6/2018,0.258,6,0,1.5,1.5,1.242
Shiitake mushroom,12/6/2018,0.343,6,1,1,1,0.657
Shiitake mushroom,13/6/2018,0.896,6,2,1,1,0.104
Shiitake mushroom,14/6/2018,0.856,6,3,1,1,0.144
Shiitake mushroom,15/6/2018,1.027,6,4,2,2.1,1.073
Shiitake mushroom,16/6/2018,0.813,6,5,2,2,1.187
Shiitake mushroom,17/6/2018,1.027,6,6,1.5,1.5,0.473
Shiitake mushroom,18/6/2018,0.428,6,0,1,1,0.572
Shiitake mushroom,19/6/2018,0.214,6,1,1.5,1.5,1.286
Shiitake mushroom,20/6/2018,0.598,6,2,1,0.9,0.302
Shiitake mushroom,21/6/2018,0.94,6,3,1.5,1.5,0.56
Shiitake mushroom,22/6/2018,1.456,6,4,1.5,1.5,0.044
Shiitake mushroom,23/6/2018,1.069,6,5,2,2.1,1.031
Shiitake mushroom,24/6/2018,0.47,6,6,1.5,1.7,1.23
Shiitake mushroom,25/6/2018,0.555,6,0,1,1,0.445
Shiitake mushroom,26/6/2018,0.683,6,1,1.5,1.5,0.817
Shiitake mushroom,27/6/2018,0.812,6,2,1.5,1.5,0.688
Shiitake mushroom,28/6/2018,0.77,6,3,1.5,1.4,0.63
Shiitake mushroom,29/6/2018,0.686,6,4,1.5,1.6,0.914
Shiitake mushroom,30/6/2018,0.857,6,5,2,2.2,1.343
Shiitake mushroom,1/7/2018,0.727,7,6,1.5,1.6,0.873
Shiitake mushroom,2/7/2018,0.599,7,0,1,1,0.401
Shiitake mushroom,3/7/2018,0.428,7,1,1,1,0.572
Shiitake mushroom,4/7/2018,0.3,7,2,1,1,0.7
Shiitake mushroom,5/7/2018,0.555,7,3,1,1,0.445
Shiitake mushroom,6/7/2018,0.728,7,4,1.5,1.5,0.772
Shiitake mushroom,7/7/2018,0.813,7,5,1.5,1.6,0.787
Shiitake mushroom,8/7/2018,0.855,7,6,1.5,1.5,0.645
Shiitake mushroom,9/7/2018,0.472,7,0,1,0.9,0.428
Shiitake mushroom,10/7/2018,0.3,7,1,1,1.1,0.8
Shiitake mushroom,11/7/2018,0.342,7,2,1,1.1,0.758
Shiitake mushroom,12/7/2018,0.686,7,3,1.5,1.5,0.814
Shiitake mushroom,13/7/2018,0.771,7,4,2,2,1.229
Shiitake mushroom,14/7/2018,0.686,7,5,1.5,2,1.314
Shiitake mushroom,15/7/2018,0.472,7,6,1,1,0.528
Shiitake mushroom,16/7/2018,0.428,7,0,1,1.1,0.672
Shiitake mushroom,17/7/2018,0.77,7,1,0.5,0.5,-0.27
Shiitake mushroom,18/7/2018,0.427,7,2,1,1,0.573
Shiitake mushroom,19/7/2018,0.342,7,3,1.5,1.5,1.158
Shiitake mushroom,20/7/2018,0.855,7,4,1.5,1.5,0.645
Shiitake mushroom,21/7/2018,1.068,7,5,1.5,1.9,0.832
Shiitake mushroom,22/7/2018,0.555,7,6,1.5,1.5,0.945
Shiitake mushroom,23/7/2018,0.129,7,0,1,1.1,0.971
Shiitake mushroom,24/7/2018,0.512,7,1,1.5,1.6,1.088
Shiitake mushroom,25/7/2018,0.725,7,2,1,1,0.275
Shiitake mushroom,26/7/2018,0.599,7,3,0.5,0.5,-0.099
Shiitake mushroom,27/7/2018,1.284,7,4,2,2.2,0.916
Shiitake mushroom,28/7/2018,0.814,7,5,2,1.9,1.086
Shiitake mushroom,29/7/2018,1.112,7,6,1.5,1.6,0.488
Shiitake mushroom,30/7/2018,0.343,7,0,1.5,1.5,1.157
Shiitake mushroom,31/7/2018,0.555,7,1,1.5,1.6,1.045
Shiitake mushroom,1/8/2018,0.343,8,2,1.5,1.5,1.157
Shiitake mushroom,2/8/2018,0.896,8,3,1,0.9,0.004
Shiitake mushroom,3/8/2018,0.856,8,4,2,2.4,1.544
Shiitake mushroom,4/8/2018,1.409,8,5,2,2.1,0.691
Shiitake mushroom,5/8/2018,0.814,8,6,0.5,0.5,-0.314
Shiitake mushroom,6/8/2018,0.214,8,0,1.5,1.5,1.286
Shiitake mushroom,7/8/2018,0.085,8,1,1.5,1.5,1.415
Shiitake mushroom,8/8/2018,1.24,8,2,2,2.2,0.96
Shiitake mushroom,9/8/2018,0.472,8,3,2,2,1.528
Shiitake mushroom,10/8/2018,0.855,8,4,2,2.1,1.245
Shiitake mushroom,11/8/2018,0.557,8,5,1.5,1.5,0.943
Shiitake mushroom,12/8/2018,0.512,8,6,1.5,2,1.488
Shiitake mushroom,13/8/2018,0.343,8,0,0,0,0
Shiitake mushroom,14/8/2018,0.299,8,1,0.5,0.5,0.201
Shiitake mushroom,15/8/2018,0.3,8,2,1,1,0.7
Shiitake mushroom,16/8/2018,0.683,8,3,1.5,1.6,0.917
Shiitake mushroom,17/8/2018,0.811,8,4,1,1,0.189
Shiitake mushroom,18/8/2018,0.854,8,5,1.5,1.6,0.746
Shiitake mushroom,19/8/2018,0.384,8,6,1.5,1.5,1.116
Shiitake mushroom,20/8/2018,0.555,8,0,1,1,0.445
Shiitake mushroom,21/8/2018,0.6,8,1,2,2.1,1.5
Shiitake mushroom,22/8/2018,0.728,8,2,1.5,0.7,-0.028
Shiitake mushroom,23/8/2018,0.428,8,3,1,0.7,0.272
Shiitake mushroom,24/8/2018,0.6,8,4,2,2,1.4
Shiitake mushroom,25/8/2018,0.555,8,5,2,2,1.445
Shiitake mushroom,26/8/2018,0.343,8,6,1,0.6,0.257
Shiitake mushroom,27/8/2018,0.3,8,0,1,0.5,0.2
Shiitake mushroom,28/8/2018,0.427,8,1,1,0.5,0.073
Shiitake mushroom,29/8/2018,0.342,8,2,1.5,1.7,1.358
Shiitake mushroom,30/8/2018,0.598,8,3,2,1.4,0.802
Shiitake mushroom,31/8/2018,0.854,8,4,2,0.7,-0.154
Shiitake mushroom,1/9/2018,0.941,9,5,4,3.1,2.159
Shiitake mushroom,2/9/2018,0.258,9,6,2,2,1.742
Shiitake mushroom,3/9/2018,0.385,9,0,2,2.5,2.115
Shiitake mushroom,4/9/2018,0.599,9,1,1.5,1.6,1.001
Shiitake mushroom,5/9/2018,0.214,9,2,0,0,0
Shiitake mushroom,6/9/2018,0.727,9,3,1,1,0.273
Shiitake mushroom,7/9/2018,0.257,9,4,2,2,1.743
Shiitake mushroom,8/9/2018,1.327,9,5,2,2.1,0.773
Shiitake mushroom,9/9/2018,0.641,9,6,2,2.1,1.459
Shiitake mushroom,10/9/2018,0.342,9,0,1,1.2,0.858
Shiitake mushroom,11/9/2018,0.642,9,1,0,0,0
Shiitake mushroom,12/9/2018,0.644,9,2,1,1,0.356
Shiitake mushroom,13/9/2018,0.258,9,3,1.5,2,1.742
Shiitake mushroom,14/9/2018,0.769,9,4,1.5,1.5,0.731
Shiitake mushroom,15/9/2018,0.855,9,5,1.5,1.4,0.545
Shiitake mushroom,16/9/2018,0.598,9,6,1.5,1.6,1.002
Shiitake mushroom,17/9/2018,0.128,9,0,1,1,0.872
Shiitake mushroom,18/9/2018,0.428,9,1,1,1,0.572
Shiitake mushroom,19/9/2018,0.725,9,2,1,1.4,0.675
Shiitake mushroom,20/9/2018,0.982,9,3,1.5,1.6,0.618
Shiitake mushroom,21/9/2018,1.111,9,4,2,2.1,0.989
Shiitake mushroom,22/9/2018,1.154,9,5,1.5,1.5,0.346
Shiitake mushroom,23/9/2018,0.515,9,6,1,1.1,0.585
Shiitake mushroom,24/9/2018,0.256,9,0,1.5,1.5,1.244
Shiitake mushroom,25/9/2018,0.384,9,1,1,1.1,0.716
Shiitake mushroom,26/9/2018,0.299,9,2,1.5,1.7,1.401
Shiitake mushroom,27/9/2018,0.47,9,3,0.5,0.6,0.13
Shiitake mushroom,28/9/2018,1.41,9,4,2,2,0.59
Shiitake mushroom,29/9/2018,0.897,9,5,2,2,1.103
Shiitake mushroom,30/9/2018,0.94,9,6,1.5,1.5,0.56
Shiitake mushroom,1/10/2018,0.341,10,0,2,2,1.659
Shiitake mushroom,2/10/2018,0.385,10,1,1,0.9,0.515
Shiitake mushroom,3/10/2018,0.513,10,2,1,1.1,0.587
Shiitake mushroom,4/10/2018,0.471,10,3,1,1.3,0.829
Shiitake mushroom,5/10/2018,1.026,10,4,2.5,3.2,2.174
Shiitake mushroom,6/10/2018,1.196,10,5,1,1,-0.196
Shiitake mushroom,7/10/2018,0.3,10,6,1.5,1.5,1.2
Shiitake mushroom,8/10/2018,0.258,10,0,1.5,1.8,1.542
Shiitake mushroom,9/10/2018,0.299,10,1,1.5,1.5,1.201
Shiitake mushroom,10/10/2018,0.47,10,2,0.5,0.6,0.13
Shiitake mushroom,11/10/2018,0.258,10,3,1.5,1.6,1.342
Shiitake mushroom,12/10/2018,0.9,10,4,1.5,1.5,0.6
Shiitake mushroom,13/10/2018,0.983,10,5,1.5,1.6,0.617
Shiitake mushroom,14/10/2018,0.64,10,6,1.5,1.5,0.86
Shiitake mushroom,15/10/2018,0.256,10,0,2.5,2.5,2.244
Shiitake mushroom,16/10/2018,0.299,10,1,1,1,0.701
Shiitake mushroom,17/10/2018,0.385,10,2,1,1,0.615
Shiitake mushroom,18/10/2018,0.342,10,3,1.5,1.5,1.158
Shiitake mushroom,19/10/2018,1.11,10,4,2,2,0.89
Shiitake mushroom,20/10/2018,0.727,10,5,2,2,1.273
Shiitake mushroom,21/10/2018,0.257,10,6,1.5,1.5,1.243
Shiitake mushroom,22/10/2018,0.172,10,0,1.5,1.5,1.328
Shiitake mushroom,23/10/2018,0.215,10,1,0,0,0
Shiitake mushroom,24/10/2018,0.47,10,2,1,1,0.53
Shiitake mushroom,25/10/2018,0.556,10,3,1,1.1,0.544
Shiitake mushroom,26/10/2018,1.026,10,4,1.5,1.5,0.474
Shiitake mushroom,27/10/2018,1.066,10,5,2.5,2.5,1.434
Shiitake mushroom,28/10/2018,0.513,10,6,1.5,1.5,0.987
Shiitake mushroom,29/10/2018,0.257,10,0,1,1.1,0.843
Shiitake mushroom,30/10/2018,0.77,10,1,1.5,1.5,0.73
Shiitake mushroom,31/10/2018,0.729,10,2,1.5,1.5,0.771
Shiitake mushroom,1/11/2018,0.47,11,3,2.5,2.5,2.03
Shiitake mushroom,2/11/2018,1.238,11,4,2,2,0.762
Shiitake mushroom,3/11/2018,1.068,11,5,2,1.9,0.832
Shiitake mushroom,4/11/2018,0.729,11,6,1.5,1.5,0.771
Shiitake mushroom,5/11/2018,0.684,11,0,3.5,3.1,2.416
Shiitake mushroom,6/11/2018,0.812,11,1,2,2,1.188
Shiitake mushroom,7/11/2018,0.383,11,2,1.5,1.5,1.117
Shiitake mushroom,8/11/2018,0.342,11,3,1,1,0.658
Shiitake mushroom,9/11/2018,0.47,11,4,1.5,1.7,1.23
Shiitake mushroom,10/11/2018,0.809,11,5,2,2,1.191
Shiitake mushroom,11/11/2018,0.47,11,6,1.5,1.4,0.93
Shiitake mushroom,12/11/2018,0.512,11,0,1.5,1.3,0.788
Shiitake mushroom,13/11/2018,0.596,11,1,1.5,1.5,0.904
Shiitake mushroom,14/11/2018,0.426,11,2,1,1,0.574
Shiitake mushroom,15/11/2018,0.599,11,3,1.5,1.5,0.901
Shiitake mushroom,16/11/2018,0.728,11,4,2,1.8,1.072
Shiitake mushroom,17/11/2018,1.111,11,5,2,2,0.889
Shiitake mushroom,18/11/2018,0.342,11,6,1.5,1.5,1.158
Shiitake mushroom,19/11/2018,0.428,11,0,1,1,0.572
Shiitake mushroom,20/11/2018,0.598,11,1,1,1,0.402
Shiitake mushroom,21/11/2018,0.684,11,2,1.5,1.5,0.816
Shiitake mushroom,22/11/2018,0.257,11,3,1.5,1.7,1.443
Shiitake mushroom,23/11/2018,0.685,11,4,2,2.1,1.415
Shiitake mushroom,24/11/2018,1.152,11,5,2,2,0.848
Shiitake mushroom,25/11/2018,0.683,11,6,1.5,1.5,0.817
Shiitake mushroom,26/11/2018,0.299,11,0,1.5,1.5,1.201
Shiitake mushroom,27/11/2018,0.469,11,1,1,1,0.531
Shiitake mushroom,28/11/2018,0.724,11,2,1.5,1.5,0.776
Shiitake mushroom,29/11/2018,0.257,11,3,1,1,0.743
Shiitake mushroom,30/11/2018,0.772,11,4,2,2,1.228
Shiitake mushroom,1/12/2018,0.939,12,5,1.5,1.5,0.561
Shiitake mushroom,2/12/2018,0.214,12,6,2,1.9,1.686
Shiitake mushroom,3/12/2018,0.171,12,0,1.5,1.5,1.329
Shiitake mushroom,4/12/2018,0.386,12,1,1.5,1.5,1.114
Shiitake mushroom,5/12/2018,0.385,12,2,1,1,0.615
Shiitake mushroom,6/12/2018,0.514,12,3,0,0,0
Shiitake mushroom,7/12/2018,1.196,12,4,2,1.9,0.704
Shiitake mushroom,8/12/2018,0.685,12,5,2,2,1.315
Shiitake mushroom,9/12/2018,1.07,12,6,1.5,1.5,0.43
Shiitake mushroom,10/12/2018,0.471,12,0,2,1.8,1.329
Shiitake mushroom,11/12/2018,0.3,12,1,1.5,1.5,1.2
Shiitake mushroom,12/12/2018,0.685,12,2,1,1,0.315
Shiitake mushroom,13/12/2018,0.812,12,3,1,1,0.188
Shiitake mushroom,14/12/2018,0.856,12,4,2,2,1.144
Shiitake mushroom,15/12/2018,0.77,12,5,2,2,1.23
Shiitake mushroom,16/12/2018,0.938,12,6,2,2.1,1.162
Shiitake mushroom,17/12/2018,0.387,12,0,1.5,1.5,1.113
Shiitake mushroom,18/12/2018,0.384,12,1,1.5,1.6,1.216
Shiitake mushroom,19/12/2018,0.728,12,2,2,2,1.272
Shiitake mushroom,20/12/2018,0.687,12,3,2,2,1.313
Shiitake mushroom,21/12/2018,0.814,12,4,2,2.1,1.286
Shiitake mushroom,22/12/2018,1.027,12,5,2,2,0.973
Shiitake mushroom,23/12/2018,1.283,12,6,1,1,-0.283
Shiitake mushroom,24/12/2018,1.41,12,0,2,1.9,0.49
Shiitake mushroom,25/12/2018,0.771,12,1,2,2,1.229
Shiitake mushroom,26/12/2018,0.729,12,2,2,2,1.271
Shiitake mushroom,27/12/2018,0.728,12,3,2,2,1.272
Shiitake mushroom,28/12/2018,1.068,12,4,1.5,1.5,0.432
Shiitake mushroom,29/12/2018,0.728,12,5,1.5,1.4,0.672
Shiitake mushroom,30/12/2018,0.558,12,6,1.5,1.5,0.942
Shiitake mushroom,31/12/2018,2.479,12,0,4,4.2,1.721
Shiitake mushroom,1/1/2019,0.9,1,1,3.5,3.5,2.6
Shiitake mushroom,2/1/2019,0.47,1,2,1.5,1.5,1.03
Shiitake mushroom,3/1/2019,0.129,1,3,1.5,1.9,1.771
Shiitake mushroom,4/1/2019,0.853,1,4,2,2.1,1.247
Shiitake mushroom,5/1/2019,0.557,1,5,2,2,1.443
Shiitake mushroom,6/1/2019,0.853,1,6,1.5,1.6,0.747
Shiitake mushroom,7/1/2019,0.3,1,0,1,1,0.7
Shiitake mushroom,8/1/2019,0.471,1,1,1,1,0.529
Shiitake mushroom,9/1/2019,0.682,1,2,1.5,1.5,0.818
Shiitake mushroom,10/1/2019,1.065,1,3,1,1,-0.065
Shiitake mushroom,11/1/2019,1.069,1,4,2,2,0.931
Shiitake mushroom,12/1/2019,0.77,1,5,2,1.8,1.03
Shiitake mushroom,13/1/2019,0.597,1,6,2,2,1.403
Shiitake mushroom,14/1/2019,0.427,1,0,2,2.1,1.673
Shiitake mushroom,15/1/2019,0.683,1,1,2,2,1.317
Shiitake mushroom,16/1/2019,0.257,1,2,1.5,1.5,1.243
Shiitake mushroom,17/1/2019,0.512,1,3,1,1,0.488
Shiitake mushroom,18/1/2019,0.772,1,4,2,2,1.228
Shiitake mushroom,19/1/2019,0.643,1,5,1.5,1.5,0.857
Shiitake mushroom,20/1/2019,0.298,1,6,1.5,1.5,1.202
Shiitake mushroom,21/1/2019,0.3,1,0,0.5,0.5,0.2
Shiitake mushroom,22/1/2019,0.3,1,1,0.5,0.5,0.2
Shiitake mushroom,23/1/2019,0.427,1,2,1.5,1.5,1.073
Shiitake mushroom,24/1/2019,0.683,1,3,2,2,1.317
Shiitake mushroom,25/1/2019,1.112,1,4,1,1,-0.112
Shiitake mushroom,26/1/2019,1.153,1,5,2,2,0.847
Shiitake mushroom,27/1/2019,0.768,1,6,1.5,1.6,0.832
