Product - English Name,Date of Sale,Total Amount Sold,month,day,Quantity of Order Received,Quantity of Order Placed,Quantity of Order Left
Shiitake mushroom,2018/3/31,0.385,3,5,1,1.1,0.715
Shiitake mushroom,2018/4/1,1.023,4,6,1,1,-0.023
Shiitake mushroom,2018/4/2,0.17,4,0,1,0.9,0.73
Shiitake mushroom,2018/4/3,0.128,4,1,1,1.2,1.072
Shiitake mushroom,2018/4/4,0.17,4,2,0,0,0
Shiitake mushroom,2018/4/5,0.129,4,3,0.5,0.6,0.471
Shiitake mushroom,2018/4/6,0.343,4,4,1,0.9,0.557
Shiitake mushroom,2018/4/7,0.769,4,5,1,1,0.231
Shiitake mushroom,2018/4/8,0.386,4,6,1,1.1,0.714
Shiitake mushroom,2018/4/9,0.085,4,0,1.5,1.5,1.415
Shiitake mushroom,2018/4/10,0.043,4,1,0,0,0
Shiitake mushroom,2018/4/11,0.043,4,2,0,0,0
Shiitake mushroom,2018/4/12,0.298,4,3,1,1,0.702
Shiitake mushroom,2018/4/13,0.557,4,4,1,1.1,0.543
Shiitake mushroom,2018/4/14,0.555,4,5,1.5,1.5,0.945
Shiitake mushroom,2018/4/15,0.469,4,6,1,1,0.531
Shiitake mushroom,2018/4/16,0.299,4,0,1,1,0.701
Shiitake mushroom,2018/4/17,0.043,4,1,1,1.2,1.157
Shiitake mushroom,2018/4/18,0.086,4,2,0,0,0
Shiitake mushroom,2018/4/19,0,4,3,1,1,1
Shiitake mushroom,2018/4/20,0.3,4,4,1,1,0.7
Shiitake mushroom,2018/4/21,0.514,4,5,1,1.1,0.586
Shiitake mushroom,2018/4/22,0.429,4,6,1,1,0.571
Shiitake mushroom,2018/4/23,0.086,4,0,1,1,0.914
Shiitake mushroom,2018/4/24,0.043,4,1,0,0,0
Shiitake mushroom,2018/4/25,0.256,4,2,0,0,0
Shiitake mushroom,2018/4/26,0.299,4,3,1,1,0.701
Shiitake mushroom,2018/4/27,0.256,4,4,1,1,0.744
Shiitake mushroom,2018/4/28,0.515,4,5,1,1,0.485
Shiitake mushroom,2018/4/29,0.385,4,6,1,1.1,0.715
Shiitake mushroom,2018/4/30,0.214,4,0,1,1,0.786
Shiitake mushroom,2018/5/1,1.026,5,1,0,0,0
Shiitake mushroom,2018/5/2,0.299,5,2,0.7,0.7,0.401
Shiitake mushroom,2018/5/3,0.043,5,3,0.6,0.6,0.557
Shiitake mushroom,2018/5/4,0.512,5,4,1,1,0.488
Shiitake mushroom,2018/5/5,0.428,5,5,1,1,0.572
Shiitake mushroom,2018/5/6,0.172,5,6,1,1,0.828
Shiitake mushroom,2018/5/7,0,5,0,3,3,3
Shiitake mushroom,2018/5/8,0.128,5,1,0,0,0
Shiitake mushroom,2018/5/9,0.255,5,2,0,0,0
Shiitake mushroom,2018/5/10,0.086,5,3,0,0,0
Shiitake mushroom,2018/5/11,0.256,5,4,0,0,0
Shiitake mushroom,2018/5/12,0.728,5,5,0,0,0
Shiitake mushroom,2018/5/13,1.327,5,6,1.5,1.5,0.173
Shiitake mushroom,2018/5/14,0,5,0,2,2,2
Shiitake mushroom,2018/5/15,0.171,5,1,0,0,0
Shiitake mushroom,2018/5/16,0.043,5,2,0,0,0
Shiitake mushroom,2018/5/17,0.128,5,3,0,0,0
Shiitake mushroom,2018/5/18,0.598,5,4,1,1,0.402
Shiitake mushroom,2018/5/19,0.471,5,5,1,1,0.529
Shiitake mushroom,2018/5/20,0.555,5,6,1,1,0.445
Shiitake mushroom,2018/5/21,0.213,5,0,1,1,0.787
Shiitake mushroom,2018/5/22,0.129,5,1,0,0,0
Shiitake mushroom,2018/5/23,0.342,5,2,0,0,0
Shiitake mushroom,2018/5/24,0.086,5,3,0.5,0.6,0.514
Shiitake mushroom,2018/5/25,0.511,5,4,1,1,0.489
Shiitake mushroom,2018/5/26,0.682,5,5,1,0.9,0.218
Shiitake mushroom,2018/5/27,0.683,5,6,0.5,0.5,-0.183
Shiitake mushroom,2018/5/28,0.555,5,0,1,1,0.445
Shiitake mushroom,2018/5/29,0.683,5,1,0,0,0
Shiitake mushroom,2018/5/30,0.171,5,2,1,1,0.829
Shiitake mushroom,2018/5/31,0.214,5,3,0,0,0
Shiitake mushroom,2018/6/1,0.214,6,4,1,1,0.786
Shiitake mushroom,2018/6/2,0.853,6,5,1,1.1,0.247
Shiitake mushroom,2018/6/3,0.513,6,6,1,1,0.487
Shiitake mushroom,2018/6/4,0.128,6,0,1,1,0.872
Shiitake mushroom,2018/6/5,0.255,6,1,0,0,0
Shiitake mushroom,2018/6/6,0.085,6,2,1,0.9,0.815
Shiitake mushroom,2018/6/7,0.128,6,3,0,0,0
Shiitake mushroom,2018/6/8,0.426,6,4,1,1,0.574
Shiitake mushroom,2018/6/9,0.641,6,5,1,1,0.359
Shiitake mushroom,2018/6/10,0.769,6,6,1,1,0.231
Shiitake mushroom,2018/6/11,0.085,6,0,1,1,0.915
Shiitake mushroom,2018/6/12,0.426,6,1,0,0,0
Shiitake mushroom,2018/6/13,0.129,6,2,0,0,0
Shiitake mushroom,2018/6/14,0.298,6,3,1,1,0.702
Shiitake mushroom,2018/6/15,0.767,6,4,1,0.9,0.133
Shiitake mushroom,2018/6/16,0.512,6,5,1.5,1.5,0.988
Shiitake mushroom,2018/6/17,1.279,6,6,1,1.1,-0.179
Shiitake mushroom,2018/6/18,0.128,6,0,1.5,1.9,1.772
Shiitake mushroom,2018/6/19,0.128,6,1,0,0,0
Shiitake mushroom,2018/6/20,0.129,6,2,1,1,0.871
Shiitake mushroom,2018/6/21,0.213,6,3,1,1,0.787
Shiitake mushroom,2018/6/22,0.299,6,4,1,1.1,0.801
Shiitake mushroom,2018/6/23,0.214,6,5,0,0,0
Shiitake mushroom,2018/6/24,0.724,6,6,1,1,0.276
Shiitake mushroom,2018/6/25,0.128,6,0,0.5,0.5,0.372
Shiitake mushroom,2018/6/26,0.215,6,1,0,0,0
Shiitake mushroom,2018/6/27,0.214,6,2,2,2,1.786
Shiitake mushroom,2018/6/28,0.298,6,3,0,0,0
Shiitake mushroom,2018/6/29,0.428,6,4,0.5,0.6,0.172
Shiitake mushroom,2018/6/30,0.813,6,5,1,1,0.187
Shiitake mushroom,2018/7/1,0.557,7,6,1,1,0.443
Shiitake mushroom,2018/7/2,0.215,7,0,1,1,0.785
Shiitake mushroom,2018/7/3,0.085,7,1,0,0,0
Shiitake mushroom,2018/7/4,0.043,7,2,1,1.2,1.157
Shiitake mushroom,2018/7/5,0.213,7,3,0,0,0
Shiitake mushroom,2018/7/6,0.213,7,4,0,0,0
Shiitake mushroom,2018/7/7,0.513,7,5,1,1.1,0.587
Shiitake mushroom,2018/7/8,0.428,7,6,1,1.1,0.672
Shiitake mushroom,2018/7/9,0.128,7,0,0.5,0.5,0.372
Shiitake mushroom,2018/7/10,0,7,1,0,0,0
Shiitake mushroom,2018/7/11,0.086,7,2,0.5,0.5,0.414
Shiitake mushroom,2018/7/12,0.043,7,3,0,0,0
Shiitake mushroom,2018/7/13,0.3,7,4,1,1,0.7
Shiitake mushroom,2018/7/14,0.514,7,5,1,1,0.486
Shiitake mushroom,2018/7/15,0.473,7,6,0,0,0
Shiitake mushroom,2018/7/16,0.086,7,0,1,1,0.914
Shiitake mushroom,2018/7/17,0,7,1,0,0,0
Shiitake mushroom,2018/7/18,0.171,7,2,0,0,0
Shiitake mushroom,2018/7/19,0.384,7,3,1,1.1,0.716
Shiitake mushroom,2018/7/20,0.3,7,4,1,1.3,1
Shiitake mushroom,2018/7/21,0.514,7,5,1,1,0.486
Shiitake mushroom,2018/7/22,0.386,7,6,1,1,0.614
Shiitake mushroom,2018/7/23,0.128,7,0,0.5,0.5,0.372
Shiitake mushroom,2018/7/24,0.129,7,1,0,0,0
Shiitake mushroom,2018/7/25,0.172,7,2,0,0,0
Shiitake mushroom,2018/7/26,0.342,7,3,1,1,0.658
Shiitake mushroom,2018/7/27,0.172,7,4,1,1,0.828
Shiitake mushroom,2018/7/28,1.024,7,5,1,1.1,0.076
Shiitake mushroom,2018/7/29,0.556,7,6,1,1,0.444
Shiitake mushroom,2018/7/30,0.086,7,0,1,1.2,1.114
Shiitake mushroom,2018/7/31,0.129,7,1,0,0,0
Shiitake mushroom,2018/8/1,0.129,8,2,1,1,0.871
Shiitake mushroom,2018/8/2,0.172,8,3,0,0,0
Shiitake mushroom,2018/8/3,0.342,8,4,1,1,0.658
Shiitake mushroom,2018/8/4,0.598,8,5,0.5,0.5,-0.098
Shiitake mushroom,2018/8/5,0.512,8,6,1,1,0.488
Shiitake mushroom,2018/8/6,0.471,8,0,1,1.1,0.629
Shiitake mushroom,2018/8/7,0.128,8,1,0,0,0
Shiitake mushroom,2018/8/8,0.344,8,2,1,1,0.656
Shiitake mushroom,2018/8/9,0.128,8,3,1,1,0.872
Shiitake mushroom,2018/8/10,0.597,8,4,0,0,0
Shiitake mushroom,2018/8/11,0.428,8,5,1,1,0.572
Shiitake mushroom,2018/8/12,0.686,8,6,1,1,0.314
Shiitake mushroom,2018/8/13,0.043,8,0,0,0,0
Shiitake mushroom,2018/8/14,0.128,8,1,0,0,0
Shiitake mushroom,2018/8/15,0,8,2,1,1,1
Shiitake mushroom,2018/8/16,0.128,8,3,0,0,0
Shiitake mushroom,2018/8/17,0.385,8,4,0,0,0
Shiitake mushroom,2018/8/18,0.771,8,5,1,1,0.229
Shiitake mushroom,2018/8/19,0.085,8,6,1.5,1.5,1.415
Shiitake mushroom,2018/8/20,0.086,8,0,1,1,0.914
Shiitake mushroom,2018/8/21,0.256,8,1,1,1,0.744
Shiitake mushroom,2018/8/22,0.385,8,2,0,0,0
Shiitake mushroom,2018/8/23,0.427,8,3,1,0.7,0.273
Shiitake mushroom,2018/8/24,0.128,8,4,0,0,0
Shiitake mushroom,2018/8/25,0.682,8,5,1,1,0.318
Shiitake mushroom,2018/8/26,0.214,8,6,1,0.6,0.386
Shiitake mushroom,2018/8/27,0,8,0,1,0.4,0.4
Shiitake mushroom,2018/8/28,0.043,8,1,0.5,0.5,0.457
Shiitake mushroom,2018/8/29,0.341,8,2,1,0.7,0.359
Shiitake mushroom,2018/8/30,0.299,8,3,0,0,0
Shiitake mushroom,2018/8/31,0.043,8,4,2,1,0.957
Shiitake mushroom,2018/9/1,0.086,9,5,1,0,-0.086
Shiitake mushroom,2018/9/2,0.472,9,6,1,0.9,0.428
Shiitake mushroom,2018/9/3,0.129,9,0,1,1,0.871
Shiitake mushroom,2018/9/4,0.172,9,1,1,1,0.828
Shiitake mushroom,2018/9/5,0.343,9,2,0,0,0
Shiitake mushroom,2018/9/6,0.129,9,3,0,0,0
Shiitake mushroom,2018/9/7,0.471,9,4,1,1,0.529
Shiitake mushroom,2018/9/8,0.685,9,5,1,1,0.315
Shiitake mushroom,2018/9/9,0.299,9,6,1,1,0.701
Shiitake mushroom,2018/9/10,0.257,9,0,1,1,0.743
Shiitake mushroom,2018/9/11,0.129,9,1,0,0,0
Shiitake mushroom,2018/9/12,0.086,9,2,0,0,0
Shiitake mushroom,2018/9/13,0.3,9,3,0,0,0
Shiitake mushroom,2018/9/14,0.469,9,4,1,1,0.531
Shiitake mushroom,2018/9/15,0.601,9,5,1,1,0.399
Shiitake mushroom,2018/9/16,0.599,9,6,1,0.9,0.301
Shiitake mushroom,2018/9/17,0.299,9,0,1,1,0.701
Shiitake mushroom,2018/9/18,0.129,9,1,0,0,0
Shiitake mushroom,2018/9/19,0.256,9,2,1,1.2,0.944
Shiitake mushroom,2018/9/20,0.299,9,3,0,0,0
Shiitake mushroom,2018/9/21,0.471,9,4,1,1.1,0.629
Shiitake mushroom,2018/9/22,0.47,9,5,1,1,0.53
Shiitake mushroom,2018/9/23,0.429,9,6,1,1,0.571
Shiitake mushroom,2018/9/24,0.299,9,0,1,0.8,0.501
Shiitake mushroom,2018/9/25,0.128,9,1,1,1,0.872
Shiitake mushroom,2018/9/26,0.213,9,2,0,0,0
Shiitake mushroom,2018/9/27,0,9,3,0,0,0
Shiitake mushroom,2018/9/28,0.343,9,4,0,0,0
Shiitake mushroom,2018/9/29,0.6,9,5,1,0.9,0.3
Shiitake mushroom,2018/9/30,0.855,9,6,0.5,0.7,-0.155
Shiitake mushroom,2018/10/1,0.341,10,0,1,1,0.659
Shiitake mushroom,2018/10/2,0.342,10,1,1,1,0.658
Shiitake mushroom,2018/10/3,0.215,10,2,0.5,0.6,0.385
Shiitake mushroom,2018/10/4,0.17,10,3,0,0,0
Shiitake mushroom,2018/10/5,0.258,10,4,1,1,0.742
Shiitake mushroom,2018/10/6,0.385,10,5,1,1.1,0.715
Shiitake mushroom,2018/10/7,0.301,10,6,1,1,0.699
Shiitake mushroom,2018/10/8,0.213,10,0,0.5,0.6,0.387
Shiitake mushroom,2018/10/9,0.128,10,1,0,0,0
Shiitake mushroom,2018/10/10,0.171,10,2,0.5,0.5,0.329
Shiitake mushroom,2018/10/11,0.086,10,3,0,0,0
Shiitake mushroom,2018/10/12,0.642,10,4,1,0.9,0.258
Shiitake mushroom,2018/10/13,0.6,10,5,2,2,1.4
Shiitake mushroom,2018/10/14,0.726,10,6,1,1,0.274
Shiitake mushroom,2018/10/15,0.171,10,0,1,1,0.829
Shiitake mushroom,2018/10/16,0.171,10,1,0,0,0
Shiitake mushroom,2018/10/17,0.384,10,2,1,1,0.616
Shiitake mushroom,2018/10/18,0.172,10,3,0.5,0.5,0.328
Shiitake mushroom,2018/10/19,0.257,10,4,0,0,0
Shiitake mushroom,2018/10/20,0.385,10,5,1.5,1.4,1.015
Shiitake mushroom,2018/10/21,0.686,10,6,2,1.9,1.214
Shiitake mushroom,2018/10/22,0.129,10,0,1,1,0.871
Shiitake mushroom,2018/10/23,0.129,10,1,0.5,0.5,0.371
Shiitake mushroom,2018/10/24,0.214,10,2,0,0,0
Shiitake mushroom,2018/10/25,0.043,10,3,0,0,0
Shiitake mushroom,2018/10/26,0.386,10,4,1,1,0.614
Shiitake mushroom,2018/10/27,0.129,10,5,1.5,1.4,1.271
Shiitake mushroom,2018/10/28,0.516,10,6,1.5,1.6,1.084
Shiitake mushroom,2018/10/29,0.086,10,0,1,1,0.914
Shiitake mushroom,2018/10/30,0.171,10,1,0,0,0
Shiitake mushroom,2018/10/31,0.043,10,2,0.5,0.6,0.557
Shiitake mushroom,2018/11/1,0.257,11,3,1,1.3,1.043
Shiitake mushroom,2018/11/2,0.429,11,4,1,1,0.571
Shiitake mushroom,2018/11/3,0.684,11,5,1,1,0.316
Shiitake mushroom,2018/11/4,0.601,11,6,1.5,1.5,0.899
Shiitake mushroom,2018/11/5,0.215,11,0,1.5,1.5,1.285
Shiitake mushroom,2018/11/6,0.642,11,1,1,1,0.358
Shiitake mushroom,2018/11/7,0.043,11,2,1,1,0.957
Shiitake mushroom,2018/11/8,0.043,11,3,0,0,0
Shiitake mushroom,2018/11/9,0.384,11,4,0,0,0
Shiitake mushroom,2018/11/10,0.557,11,5,2,1.8,1.243
Shiitake mushroom,2018/11/11,0.686,11,6,1.5,1.6,0.914
Shiitake mushroom,2018/11/12,0.256,11,0,0.5,0.6,0.344
Shiitake mushroom,2018/11/13,0.086,11,1,0,0,0
Shiitake mushroom,2018/11/14,0.086,11,2,1,1,0.914
Shiitake mushroom,2018/11/15,0.172,11,3,0.5,0.5,0.328
Shiitake mushroom,2018/11/16,0.214,11,4,0.5,0.5,0.286
Shiitake mushroom,2018/11/17,0.343,11,5,1,0.9,0.557
Shiitake mushroom,2018/11/18,0.472,11,6,2,1.8,1.328
Shiitake mushroom,2018/11/19,0.301,11,0,1,0.9,0.599
Shiitake mushroom,2018/11/20,0.085,11,1,0,0,0
Shiitake mushroom,2018/11/21,0.128,11,2,0,0,0
Shiitake mushroom,2018/11/22,0.172,11,3,0.5,0.5,0.328
Shiitake mushroom,2018/11/23,0.342,11,4,1,1,0.658
Shiitake mushroom,2018/11/24,0.3,11,5,1,1,0.7
Shiitake mushroom,2018/11/25,0.298,11,6,1,1,0.702
Shiitake mushroom,2018/11/26,0.043,11,0,0,0,0
Shiitake mushroom,2018/11/27,0.257,11,1,0.5,0.6,0.343
Shiitake mushroom,2018/11/28,0.128,11,2,2,2,1.872
Shiitake mushroom,2018/11/29,0.213,11,3,0,0,0
Shiitake mushroom,2018/11/30,0.257,11,4,0.5,0.5,0.243
Shiitake mushroom,2018/12/1,0.427,12,5,1,1,0.573
Shiitake mushroom,2018/12/2,0.557,12,6,1,1,0.443
Shiitake mushroom,2018/12/3,0,12,0,0.5,0.4,0.4
Shiitake mushroom,2018/12/4,0.128,12,1,0,0,0
Shiitake mushroom,2018/12/5,0.171,12,2,0.5,0.5,0.329
Shiitake mushroom,2018/12/6,0.426,12,3,0,0,0
Shiitake mushroom,2018/12/7,0.51,12,4,1,1,0.49
Shiitake mushroom,2018/12/8,0.599,12,5,1,1,0.401
Shiitake mushroom,2018/12/9,0.343,12,6,1,1,0.657
Shiitake mushroom,2018/12/10,0,12,0,0.5,0.5,0.5
Shiitake mushroom,2018/12/11,0.043,12,1,0.5,0.5,0.457
Shiitake mushroom,2018/12/12,0.427,12,2,0,0,0
Shiitake mushroom,2018/12/13,0.214,12,3,0.5,0.5,0.286
Shiitake mushroom,2018/12/14,0.299,12,4,0.5,0.5,0.201
Shiitake mushroom,2018/12/15,0.3,12,5,1,1,0.7
Shiitake mushroom,2018/12/16,0.556,12,6,1,1,0.444
Shiitake mushroom,2018/12/17,0.129,12,0,0,0,0
Shiitake mushroom,2018/12/18,0.213,12,1,0,0,0
Shiitake mushroom,2018/12/19,0.085,12,2,0.5,0.5,0.415
Shiitake mushroom,2018/12/20,0.214,12,3,0.5,0.5,0.286
Shiitake mushroom,2018/12/21,0.385,12,4,0,0,0
Shiitake mushroom,2018/12/22,0.085,12,5,1,1,0.915
Shiitake mushroom,2018/12/23,0.385,12,6,1,1,0.615
Shiitake mushroom,2018/12/24,0.299,12,0,0.5,0.4,0.101
Shiitake mushroom,2018/12/25,0.94,12,1,0.5,0.5,-0.44
Shiitake mushroom,2018/12/26,0.086,12,2,1,1,0.914
Shiitake mushroom,2018/12/27,0.299,12,3,0,0,0
Shiitake mushroom,2018/12/28,0.299,12,4,1,1,0.701
Shiitake mushroom,2018/12/29,0.343,12,5,0.5,0.5,0.157
Shiitake mushroom,2018/12/30,0.641,12,6,0.5,0.5,-0.141
Shiitake mushroom,2018/12/31,0.812,12,0,1,1,0.188
Shiitake mushroom,2019/1/1,1.068,1,1,1.5,1.5,0.432
Shiitake mushroom,2019/1/2,0.128,1,2,1,1,0.872
Shiitake mushroom,2019/1/3,0.47,1,3,0,0,0
Shiitake mushroom,2019/1/4,0.214,1,4,1,1,0.786
Shiitake mushroom,2019/1/5,0.511,1,5,0.5,0.5,-0.011
Shiitake mushroom,2019/1/6,0.51,1,6,0.5,0.5,-0.01
Shiitake mushroom,2019/1/7,0.129,1,0,0,0,0
Shiitake mushroom,2019/1/8,0,1,1,1,1,1
Shiitake mushroom,2019/1/9,0.085,1,2,0,0,0
Shiitake mushroom,2019/1/10,0.085,1,3,0,0,0
Shiitake mushroom,2019/1/11,0.299,1,4,1,1,0.701
Shiitake mushroom,2019/1/12,0.557,1,5,1,1,0.443
Shiitake mushroom,2019/1/13,0.512,1,6,0.5,0.5,-0.012
Shiitake mushroom,2019/1/14,0.085,1,0,0,0,0
Shiitake mushroom,2019/1/15,0.214,1,1,0,0,0
Shiitake mushroom,2019/1/16,0,1,2,1,1,1
Shiitake mushroom,2019/1/17,0.299,1,3,0,0,0
Shiitake mushroom,2019/1/18,0.469,1,4,1,1,0.531
Shiitake mushroom,2019/1/19,0.299,1,5,0,0,0
Shiitake mushroom,2019/1/20,0.257,1,6,1,1,0.743
Shiitake mushroom,2019/1/21,0.426,1,0,0,0,0
Shiitake mushroom,2019/1/22,0.214,1,1,1,1,0.786
Shiitake mushroom,2019/1/23,0.086,1,2,0,0,0
Shiitake mushroom,2019/1/24,0.469,1,3,0,0,0
Shiitake mushroom,2019/1/25,0.43,1,4,1,1,0.57
Shiitake mushroom,2019/1/26,0.47,1,5,1,1,0.53
Shiitake mushroom,2019/1/27,0.299,1,6,1,1,0.701
Shiitake mushroom,2019/1/28,0.299,1,0,0,0,0
Shiitake mushroom,2019/1/29,0.043,1,1,0,0,0
Shiitake mushroom,2019/1/30,0.426,1,2,1,1,0.574
Shiitake mushroom,2019/1/31,0.554,1,3,0.5,0.5,-0.054
Shiitake mushroom,2019/2/1,0.767,2,4,0,0,0
Shiitake mushroom,2019/2/2,0.17,2,5,1.5,1.5,1.33
Shiitake mushroom,2019/2/3,0.983,2,6,1,1,0.017
Shiitake mushroom,2019/2/4,1.108,2,0,3,3,1.892
Shiitake mushroom,2019/2/5,0.684,2,1,3,3,2.316
Shiitake mushroom,2019/2/6,0.683,2,2,0,0,0
Shiitake mushroom,2019/2/7,0.256,2,3,0,0,0
Shiitake mushroom,2019/2/8,0.386,2,4,1,1,0.614
Shiitake mushroom,2019/2/9,0.427,2,5,1,1,0.573
Shiitake mushroom,2019/2/10,0.767,2,6,1,1,0.233
Shiitake mushroom,2019/2/11,0.085,2,0,1,1,0.915
Shiitake mushroom,2019/2/12,0.043,2,1,0,0,0
Shiitake mushroom,2019/2/13,0,2,2,0,0,0
Shiitake mushroom,2019/2/14,0.256,2,3,0,0,0
Shiitake mushroom,2019/2/15,0.171,2,4,1.7,1.9,1.729
Shiitake mushroom,2019/2/16,0.256,2,5,0,0,0
Shiitake mushroom,2019/2/17,0.47,2,6,0,0,0
Shiitake mushroom,2019/2/18,0.085,2,0,0,0,0
Shiitake mushroom,2019/2/19,0.214,2,1,1,1,0.786
Shiitake mushroom,2019/2/20,0.128,2,2,0,0,0
