Product - English Name,Date of Sale,Total Amount Sold,month,day,Quantity of Order Received,Quantity of Order Placed,Quantity of Order Left
Shiitake mushroom,2018/04/08,0.386,4.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/09,0.0,4.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/10,0.0,4.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/11,0.0,4.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/12,0.0,4.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/13,0.0,4.0,4.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/14,0.0,4.0,5.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/15,0.0,4.0,6.0,0.5,0.5,0.5
Shiitake mushroom,2018/04/16,0.043,4.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/17,0.128,4.0,1.0,1.0,0.9,0.772
Shiitake mushroom,2018/04/18,0.298,4.0,2.0,1.0,1.0,0.702
Shiitake mushroom,2018/04/19,0.257,4.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/20,0.768,4.0,4.0,1.0,1.0,0.23199999999999998
Shiitake mushroom,2018/04/21,0.21499999999999997,4.0,5.0,1.0,1.2,0.985
Shiitake mushroom,2018/04/22,0.427,4.0,6.0,1.0,1.0,0.573
Shiitake mushroom,2018/04/23,0.129,4.0,0.0,1.0,1.0,0.871
Shiitake mushroom,2018/04/24,0.085,4.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/25,0.21499999999999997,4.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/04/26,0.34099999999999997,4.0,3.0,1.0,1.1,0.7590000000000001
Shiitake mushroom,2018/04/27,0.42999999999999994,4.0,4.0,1.0,1.0,0.5700000000000001
Shiitake mushroom,2018/04/28,0.257,4.0,5.0,1.0,1.0,0.743
Shiitake mushroom,2018/04/29,0.21300000000000002,4.0,6.0,1.0,1.0,0.7869999999999999
Shiitake mushroom,2018/04/30,0.128,4.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/01,0.513,5.0,1.0,1.0,1.0,0.487
Shiitake mushroom,2018/05/02,0.256,5.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/03,0.128,5.0,3.0,1.0,1.0,0.872
Shiitake mushroom,2018/05/04,0.256,5.0,4.0,1.0,1.0,0.744
Shiitake mushroom,2018/05/05,0.513,5.0,5.0,1.0,1.0,0.487
Shiitake mushroom,2018/05/06,0.34199999999999997,5.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/07,0.0,5.0,0.0,1.0,1.0,1.0
Shiitake mushroom,2018/05/08,0.128,5.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/09,0.043,5.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/10,0.386,5.0,3.0,1.0,1.0,0.614
Shiitake mushroom,2018/05/11,0.427,5.0,4.0,1.5,1.6,1.173
Shiitake mushroom,2018/05/12,0.256,5.0,5.0,1.0,1.0,0.744
Shiitake mushroom,2018/05/13,0.5149999999999999,5.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/14,0.043,5.0,0.0,1.0,1.0,0.957
Shiitake mushroom,2018/05/15,0.3,5.0,1.0,1.0,1.0,0.7
Shiitake mushroom,2018/05/16,0.256,5.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/17,0.172,5.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/18,0.81,5.0,4.0,2.0,2.0,1.19
Shiitake mushroom,2018/05/19,0.9410000000000001,5.0,5.0,2.0,2.1,1.159
Shiitake mushroom,2018/05/20,0.3,5.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/21,0.086,5.0,0.0,1.0,1.0,0.914
Shiitake mushroom,2018/05/22,0.129,5.0,1.0,1.0,1.0,0.871
Shiitake mushroom,2018/05/23,0.384,5.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/24,0.086,5.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/25,0.6839999999999999,5.0,4.0,2.0,2.1,1.4160000000000001
Shiitake mushroom,2018/05/26,0.256,5.0,5.0,1.0,1.0,0.744
Shiitake mushroom,2018/05/27,0.21499999999999997,5.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/05/28,0.47,5.0,0.0,1.0,1.3,0.8300000000000001
Shiitake mushroom,2018/05/29,0.471,5.0,1.0,1.0,1.1,0.6290000000000001
Shiitake mushroom,2018/05/30,0.128,5.0,2.0,1.0,1.0,0.872
Shiitake mushroom,2018/05/31,0.257,5.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/01,0.64,6.0,4.0,1.0,1.0,0.36
Shiitake mushroom,2018/06/02,0.128,6.0,5.0,1.0,1.1,0.9720000000000001
Shiitake mushroom,2018/06/03,0.172,6.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/04,0.043,6.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/05,0.129,6.0,1.0,1.0,0.8,0.671
Shiitake mushroom,2018/06/06,0.29900000000000004,6.0,2.0,1.0,1.0,0.701
Shiitake mushroom,2018/06/07,0.129,6.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/08,0.898,6.0,4.0,1.0,1.0,0.10199999999999998
Shiitake mushroom,2018/06/09,0.599,6.0,5.0,1.0,1.0,0.401
Shiitake mushroom,2018/06/10,0.257,6.0,6.0,1.0,1.0,0.743
Shiitake mushroom,2018/06/11,0.29900000000000004,6.0,0.0,1.0,1.0,0.701
Shiitake mushroom,2018/06/12,0.21499999999999997,6.0,1.0,1.0,1.0,0.785
Shiitake mushroom,2018/06/13,0.257,6.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/14,0.854,6.0,3.0,1.0,1.0,0.14600000000000002
Shiitake mushroom,2018/06/15,0.6,6.0,4.0,2.0,2.0,1.4
Shiitake mushroom,2018/06/16,0.385,6.0,5.0,1.5,1.9,1.515
Shiitake mushroom,2018/06/17,0.128,6.0,6.0,1.0,1.2,1.072
Shiitake mushroom,2018/06/18,0.21300000000000002,6.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/19,0.129,6.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/20,0.085,6.0,2.0,1.0,1.1,1.0150000000000001
Shiitake mushroom,2018/06/21,0.34099999999999997,6.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/22,0.472,6.0,4.0,1.0,1.1,0.6280000000000001
Shiitake mushroom,2018/06/23,0.257,6.0,5.0,1.5,1.6,1.343
Shiitake mushroom,2018/06/24,0.471,6.0,6.0,1.0,1.0,0.529
Shiitake mushroom,2018/06/25,0.086,6.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/26,0.34099999999999997,6.0,1.0,1.0,1.0,0.659
Shiitake mushroom,2018/06/27,0.043,6.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/06/28,0.17099999999999999,6.0,3.0,1.0,1.0,0.829
Shiitake mushroom,2018/06/29,0.641,6.0,4.0,1.0,1.0,0.359
Shiitake mushroom,2018/06/30,0.42800000000000005,6.0,5.0,1.0,1.1,0.672
Shiitake mushroom,2018/07/01,0.129,7.0,6.0,1.0,1.0,0.871
Shiitake mushroom,2018/07/02,0.086,7.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/03,0.128,7.0,1.0,1.0,1.1,0.9720000000000001
Shiitake mushroom,2018/07/04,0.3,7.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/05,0.513,7.0,3.0,1.0,1.0,0.487
Shiitake mushroom,2018/07/06,0.42800000000000005,7.0,4.0,1.5,1.7,1.2719999999999998
Shiitake mushroom,2018/07/07,0.17099999999999999,7.0,5.0,1.0,1.1,0.929
Shiitake mushroom,2018/07/08,0.21300000000000002,7.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/09,0.085,7.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/10,0.343,7.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/11,0.21400000000000002,7.0,2.0,1.0,1.0,0.786
Shiitake mushroom,2018/07/12,0.086,7.0,3.0,1.0,1.0,0.914
Shiitake mushroom,2018/07/13,0.513,7.0,4.0,3.5,3.6,3.087
Shiitake mushroom,2018/07/14,0.385,7.0,5.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/15,0.043,7.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/16,0.128,7.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/17,0.043,7.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/18,0.21300000000000002,7.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/19,0.172,7.0,3.0,1.5,1.6,1.4280000000000002
Shiitake mushroom,2018/07/20,0.812,7.0,4.0,1.5,1.6,0.788
Shiitake mushroom,2018/07/21,0.34099999999999997,7.0,5.0,1.0,1.1,0.7590000000000001
Shiitake mushroom,2018/07/22,0.427,7.0,6.0,1.0,1.1,0.673
Shiitake mushroom,2018/07/23,0.29900000000000004,7.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/24,0.129,7.0,1.0,1.0,1.0,0.871
Shiitake mushroom,2018/07/25,0.129,7.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/26,0.21300000000000002,7.0,3.0,1.0,1.3,1.087
Shiitake mushroom,2018/07/27,0.427,7.0,4.0,1.0,1.0,0.573
Shiitake mushroom,2018/07/28,0.512,7.0,5.0,1.0,1.2,0.688
Shiitake mushroom,2018/07/29,0.21400000000000002,7.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/30,0.128,7.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/07/31,0.0,7.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/01,0.043,8.0,2.0,1.0,1.2,1.157
Shiitake mushroom,2018/08/02,0.298,8.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/03,0.6419999999999999,8.0,4.0,1.0,1.0,0.3580000000000001
Shiitake mushroom,2018/08/04,0.5980000000000001,8.0,5.0,1.0,1.0,0.4019999999999999
Shiitake mushroom,2018/08/05,0.21499999999999997,8.0,6.0,1.5,1.5,1.2850000000000001
Shiitake mushroom,2018/08/06,0.17099999999999999,8.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/07,0.468,8.0,1.0,2.0,2.2,1.7320000000000002
Shiitake mushroom,2018/08/08,0.5980000000000001,8.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/09,0.556,8.0,3.0,1.0,1.1,0.544
Shiitake mushroom,2018/08/10,0.257,8.0,4.0,1.0,1.0,0.743
Shiitake mushroom,2018/08/11,0.34099999999999997,8.0,5.0,1.0,0.9,0.559
Shiitake mushroom,2018/08/12,0.34099999999999997,8.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/13,0.17099999999999999,8.0,0.0,1.0,0.9,0.7290000000000001
Shiitake mushroom,2018/08/14,0.086,8.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/15,0.21400000000000002,8.0,2.0,1.0,1.1,0.8860000000000001
Shiitake mushroom,2018/08/16,0.34099999999999997,8.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/17,0.728,8.0,4.0,1.0,1.0,0.272
Shiitake mushroom,2018/08/18,0.813,8.0,5.0,1.0,1.0,0.18700000000000006
Shiitake mushroom,2018/08/19,0.21300000000000002,8.0,6.0,1.0,1.1,0.887
Shiitake mushroom,2018/08/20,0.043,8.0,0.0,0.5,0.5,0.457
Shiitake mushroom,2018/08/21,0.21499999999999997,8.0,1.0,1.0,1.0,0.785
Shiitake mushroom,2018/08/22,0.8109999999999999,8.0,2.0,1.0,0.5,-0.31099999999999994
Shiitake mushroom,2018/08/23,0.086,8.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/24,0.681,8.0,4.0,1.5,1.5,0.819
Shiitake mushroom,2018/08/25,0.513,8.0,5.0,1.0,1.0,0.487
Shiitake mushroom,2018/08/26,0.256,8.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/27,0.21400000000000002,8.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/28,0.21300000000000002,8.0,1.0,1.0,0.9,0.687
Shiitake mushroom,2018/08/29,0.17099999999999999,8.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/08/30,0.383,8.0,3.0,1.0,0.7,0.31699999999999995
Shiitake mushroom,2018/08/31,0.5579999999999999,8.0,4.0,1.0,0.0,-0.5579999999999999
Shiitake mushroom,2018/09/01,0.38699999999999996,9.0,5.0,1.5,0.6,0.21300000000000002
Shiitake mushroom,2018/09/02,0.385,9.0,6.0,2.0,2.1,1.715
Shiitake mushroom,2018/09/03,0.129,9.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/04,0.513,9.0,1.0,0.5,0.5,-0.013000000000000012
Shiitake mushroom,2018/09/05,0.17099999999999999,9.0,2.0,1.0,1.2,1.029
Shiitake mushroom,2018/09/06,0.343,9.0,3.0,0.5,0.5,0.15699999999999997
Shiitake mushroom,2018/09/07,0.512,9.0,4.0,1.0,1.1,0.5880000000000001
Shiitake mushroom,2018/09/08,0.643,9.0,5.0,0.5,0.6,-0.04300000000000004
Shiitake mushroom,2018/09/09,0.301,9.0,6.0,0.5,0.5,0.199
Shiitake mushroom,2018/09/10,0.21300000000000002,9.0,0.0,1.0,1.0,0.7869999999999999
Shiitake mushroom,2018/09/11,0.29900000000000004,9.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/12,0.21300000000000002,9.0,2.0,1.0,1.0,0.7869999999999999
Shiitake mushroom,2018/09/13,0.17099999999999999,9.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/14,0.386,9.0,4.0,1.0,1.0,0.614
Shiitake mushroom,2018/09/15,0.256,9.0,5.0,1.0,1.1,0.8440000000000001
Shiitake mushroom,2018/09/16,0.21400000000000002,9.0,6.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/17,0.043,9.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/18,0.256,9.0,1.0,1.0,1.0,0.744
Shiitake mushroom,2018/09/19,0.34199999999999997,9.0,2.0,1.0,1.0,0.658
Shiitake mushroom,2018/09/20,0.172,9.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/21,0.42800000000000005,9.0,4.0,2.0,2.0,1.572
Shiitake mushroom,2018/09/22,0.5549999999999999,9.0,5.0,1.0,1.0,0.44500000000000006
Shiitake mushroom,2018/09/23,0.21300000000000002,9.0,6.0,0.5,0.5,0.287
Shiitake mushroom,2018/09/24,0.085,9.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/25,0.42800000000000005,9.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/26,0.46900000000000003,9.0,2.0,1.0,1.2,0.7309999999999999
Shiitake mushroom,2018/09/27,0.128,9.0,3.0,1.0,1.0,0.872
Shiitake mushroom,2018/09/28,0.599,9.0,4.0,1.0,1.1,0.5010000000000001
Shiitake mushroom,2018/09/29,0.5149999999999999,9.0,5.0,0.0,0.0,0.0
Shiitake mushroom,2018/09/30,0.29900000000000004,9.0,6.0,1.5,1.8,1.501
Shiitake mushroom,2018/10/01,0.21499999999999997,10.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/02,0.17099999999999999,10.0,1.0,0.5,0.5,0.329
Shiitake mushroom,2018/10/03,0.343,10.0,2.0,0.5,0.6,0.25699999999999995
Shiitake mushroom,2018/10/04,0.21400000000000002,10.0,3.0,1.5,1.6,1.3860000000000001
Shiitake mushroom,2018/10/05,0.471,10.0,4.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/06,1.1549999999999998,10.0,5.0,1.0,1.1,-0.054999999999999716
Shiitake mushroom,2018/10/07,0.385,10.0,6.0,1.0,1.0,0.615
Shiitake mushroom,2018/10/08,0.17099999999999999,10.0,0.0,1.0,1.0,0.829
Shiitake mushroom,2018/10/09,0.47,10.0,1.0,0.5,0.6,0.13
Shiitake mushroom,2018/10/10,0.17099999999999999,10.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/11,0.21400000000000002,10.0,3.0,1.0,1.0,0.786
Shiitake mushroom,2018/10/12,0.727,10.0,4.0,1.5,1.6,0.8730000000000001
Shiitake mushroom,2018/10/13,1.067,10.0,5.0,0.5,0.6,-0.46699999999999997
Shiitake mushroom,2018/10/14,0.639,10.0,6.0,1.5,1.6,0.9610000000000001
Shiitake mushroom,2018/10/15,0.17,10.0,0.0,0.5,0.4,0.23
Shiitake mushroom,2018/10/16,0.21400000000000002,10.0,1.0,1.0,1.1,0.8860000000000001
Shiitake mushroom,2018/10/17,0.085,10.0,2.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/18,0.513,10.0,3.0,1.0,1.1,0.5870000000000001
Shiitake mushroom,2018/10/19,0.6419999999999999,10.0,4.0,1.0,1.1,0.4580000000000002
Shiitake mushroom,2018/10/20,0.556,10.0,5.0,1.5,1.4,0.8439999999999999
Shiitake mushroom,2018/10/21,0.257,10.0,6.0,0.5,0.5,0.243
Shiitake mushroom,2018/10/22,0.085,10.0,0.0,0.5,0.6,0.515
Shiitake mushroom,2018/10/23,0.043,10.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/24,0.0,10.0,2.0,1.0,1.2,1.2
Shiitake mushroom,2018/10/25,0.128,10.0,3.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/26,0.686,10.0,4.0,1.0,1.0,0.31399999999999995
Shiitake mushroom,2018/10/27,0.47,10.0,5.0,1.0,0.9,0.43000000000000005
Shiitake mushroom,2018/10/28,0.384,10.0,6.0,1.0,1.1,0.7160000000000001
Shiitake mushroom,2018/10/29,0.043,10.0,0.0,1.0,1.0,0.957
Shiitake mushroom,2018/10/30,0.384,10.0,1.0,0.0,0.0,0.0
Shiitake mushroom,2018/10/31,0.21300000000000002,10.0,2.0,1.0,1.0,0.7869999999999999
Shiitake mushroom,2018/11/01,0.17099999999999999,11.0,3.0,1.0,1.1,0.929
Shiitake mushroom,2018/11/02,0.385,11.0,4.0,1.5,1.5,1.115
Shiitake mushroom,2018/11/03,0.854,11.0,5.0,0.5,0.5,-0.354
Shiitake mushroom,2018/11/04,0.29900000000000004,11.0,6.0,1.5,1.5,1.201
Shiitake mushroom,2018/11/05,0.728,11.0,0.0,1.0,0.9,0.17200000000000004
Shiitake mushroom,2018/11/06,0.47,11.0,1.0,0.5,0.5,0.030000000000000027
Shiitake mushroom,2018/11/07,0.128,11.0,2.0,0.5,0.5,0.372
Shiitake mushroom,2018/11/08,0.384,11.0,3.0,1.0,0.9,0.516
Shiitake mushroom,2018/11/09,0.556,11.0,4.0,1.0,1.0,0.44399999999999995
Shiitake mushroom,2018/11/10,0.257,11.0,5.0,1.0,1.0,0.743
Shiitake mushroom,2018/11/11,0.47,11.0,6.0,1.0,1.0,0.53
Shiitake mushroom,2018/11/12,0.21400000000000002,11.0,0.0,0.0,0.0,0.0
Shiitake mushroom,2018/11/13,0.043,11.0,1.0,0.5,0.5,0.457
Shiitake mushroom,2018/11/14,0.086,11.0,2.0,0.5,0.6,0.514
Shiitake mushroom,2018/11/15,0.0,11.0,3.0,0.5,0.6,0.6
